Bark, false, 0, 000, 100, 300, 120
Bark, false, 0, 300, 100, 300, 120
Bark, false, 0, 600, 100, 300, 120
Bark, false, 0, 0, 600, 300, 120
Bark, false, 0, 300, 600, 300, 120
Bark, false, 0, 600, 600, 300, 120
Bark, true, 0, 900, 350, 300, 120
Bark, true, 0, 1200, 350, 300, 120
Bark, true, 0, 1500, 350, 300, 120
Bark, false, 0, 1200, 850, 300, 120
Bark, false, 0, 1500, 850, 300, 120
Bark, false, 0, 1800, 850, 300, 120
Bark, false, 0, 2100, 850, 300, 120
Bark, false, 0, 2400, 850, 300, 120
Bark, false, 0, 2700, 850, 300, 120
Snail, 1200, 850, 2700, 100
Bark, false, 45, 1900, 550, 300, 120
Bark, false, 45, 2050, 400, 300, 120
Bark, false, 45, 2200, 250, 300, 120
Bark, false, 45, 2350, 100, 300, 120
Bark, true, 0, 2850, 600, 300, 120
Bark, true, 0, 3150, 600, 300, 120
Bark, true, 0, 3450, 600, 300, 120
Bark, false, 0, 2800, 100, 300, 120
Bark, false, 0, 3100, 100, 300, 120
Bark, false, 0, 3400, 100, 300, 120
Bark, false, 0, 3700, 100, 300, 120
Bark, false, 0, 4000, 100, 300, 120
Snail, 3150, 100, 4000, 100
Bark, true, 0, 4500, 100, 300, 120
Bark, true, 0, 4800, 100, 300, 120
Bark, true, 0, 5100, 100, 300, 120
Bark, true, 0, 5400, 100, 300, 120
Bark, true, 0, 5700, 100, 300, 120
Dragonfly, 4700, 400, 7000, 400, 20
Bark, false, 0, 5850, 450, 300, 120
Bark, false, 0, 6150, 450, 300, 120
Bark, true, 0, 3950, 850, 300, 120
Bark, true, 0, 4250, 850, 300, 120
Bark, true, 0, 4550, 850, 300, 120
Bark, true, 0, 4850, 850, 300, 120
Bark, true, 0, 5150, 850, 300, 120
Bark, true, 0, 5650, 700, 300, 120
Bark, true, 0, 5950, 700, 300, 120
Bark, true, 0, 6250, 700, 300, 120
Bark, true, 0, 6550, 700, 300, 120
Bark, true, 0, 6850, 700, 300, 120
Snail, 4250, 850, 5150, 100
Snail, 5650, 700, 6850, 100
Bark, false, 0, 6200, 100, 300, 120
Bark, false, 0, 6500, 100, 300, 120
Bark, false, 0, 6800, 100, 300, 120
Bark, false, 0, 7100, 100, 300, 120
Bark, false, 0, 7400, 100, 300, 120
Snail, 6200, 100, 7400, 100
Bark, false, 0, 7000, 850, 300, 120
Bark, false, 0, 7300, 850, 300, 120
Bark, false, 0, 7600, 850, 300, 120
Bark, false, 0, 7900, 850, 300, 120
Bark, false, 0, 8200, 850, 300, 120
Snail, 7300, 850, 8200, 100
Bark, false, 0, 7400, 450, 300, 120
Bark, false, 0, 7700, 450, 300, 120
Bark, false, 0, 8000, 450, 300, 120
Bark, false, 0, 8300, 450, 300, 120
Dragonfly, 7700, 450, 8600, 150, 10
Bark, false, 0, 8500, 650, 300, 120
Bark, false, 0, 8800, 650, 300, 120
Bark, false, 0, 9100, 650, 300, 120
Bark, false, 0, 9400, 650, 300, 120
Bark, false, 0, 9700, 650, 300, 120
Bark, true, 0, 8700, 100, 300, 120
Bark, true, 0, 9000, 100, 300, 120
Bark, true, 0, 9300, 100, 300, 120
Bark, true, 0, 9600, 100, 300, 120
Bark, true, 0, 9900, 100, 300, 120
Bark, true, 0, 10000, 850, 300, 120
Bark, true, 0, 10300, 850, 300, 120
Bark, true, 0, 10600, 850, 300, 120
Bark, false, 90, 10900, 850, 300, 120
Bark, false, 90, 10900, 550, 300, 120
Bark, false, 90, 10900, 250, 300, 120
Bark, false, 90, 10900, -50, 300, 120
Bark, true, 0, 10600, 1150, 300, 120
